genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.15	PA14_00170	VBIPseAer79785_0015	Q02V65	17389	18762	-	1374	trkA	Trk system potassium uptake protein TrkA	FIG00000838	PLF_286_00000459	PGF_00061935			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.16	PA14_00180	VBIPseAer79785_0016	Q02V64	18789	20093	-	1305		16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176)	FIG01958964	PLF_286_00003160	PGF_00008052		2.1.1.176|16S rRNA (cytosine(967)-C(5))-methyltransferase	
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.17	PA14_00190	VBIPseAer79785_0017	Q02V63	20090	21034	-	945	fmt	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	FIG00000112	PLF_286_00000973	PGF_00020768	GO:0004479|methionyl-tRNA formyltransferase activity	2.1.2.9|Methionyl-tRNA formyltransferase	00670|One carbon pool by folate;00970|Aminoacyl-tRNA biosynthesis
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.18	PA14_00200	VBIPseAer79785_0018	Q02V62	21088	21594	-	507	def	Peptide deformylase (EC 3.5.1.88)	FIG00000017	PLF_286_00000488	PGF_00030656	GO:0042586|peptide deformylase activity	3.5.1.88|Peptide deformylase	
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.19	PA14_00210	VBIPseAer79785_0019	Q02V61	21733	22758	+	1026		Uncharacterized protein with LysM domain, COG1652	FIG00054094	PLF_286_00002172	PGF_00065755			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.20	PA14_00230	VBIPseAer79785_0020	Q02V60	22893	23981	+	1089		Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	FIG00035268	PLF_286_00000338	PGF_00049202			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.21	PA14_00240	VBIPseAer79785_0021	Q02V59	24022	24579	+	558		TsaC protein (YrdC domain) required for threonylcarbamoyladenosine t(6)A37 modification in tRNA	FIG01959058	PLF_286_00001092	PGF_00062054			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.22	PA14_00250	VBIPseAer79785_0022	Q02V58	24589	25566	-	978	qor	Quinone oxidoreductase (EC 1.6.5.5)	FIG00002982	PLF_286_00001886	PGF_00046129		1.6.5.5|NADPH:quinone reductase	
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.23	PA14_00280	VBIPseAer79785_0023	Q02V57	25757	26674	+	918	hemF	Coproporphyrinogen III oxidase, aerobic (EC 1.3.3.3)	FIG00000778	PLF_286_00000638	PGF_00419627	GO:0004109|coproporphyrinogen oxidase activity	1.3.3.3|Coproporphyrinogen oxidase	00860|Porphyrin and chlorophyll metabolism
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.24	PA14_00290	VBIPseAer79785_0024	Q02V56	26732	27556	+	825	aroE	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	FIG00000022	PLF_286_00004658	PGF_00051535		1.1.1.25|Shikimate dehydrogenase	00400|Phenylalanine, tyrosine and tryptophan biosynthesis
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.25	PA14_00300	VBIPseAer79785_0025	Q02V55	27667	28653	+	987	plcB	hypothetical protein	FIG00954498	PLF_286_00003590	PGF_00148018			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.26	PA14_00310	VBIPseAer79785_0026	Q02V54	28634	29920	+	1287		Parvulin-like peptidyl-prolyl isomerase	FIG00039935	PLF_286_00003471	PGF_00030053			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.27	PA14_00320	VBIPseAer79785_0027	Q02V53	29917	30519	+	603		hypothetical protein	FIG00958155	PLF_286_00004358	PGF_02992099			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.28	PA14_00340	VBIPseAer79785_0028	Q02V52	30523	31962	-	1440		Sulfate permease	FIG00005216	PLF_286_00002830	PGF_00054973	GO:0005215|transporter activity;GO:0006810|transport;GO:0006813|potassium ion transport;GO:0008324|cation transmembrane transporter activity;GO:0015137|citrate transmembrane transporter activity;GO:0015746|citrate transport;GO:0016021|integral to membrane		
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.29	PA14_00360	VBIPseAer79785_0029	Q02V51	32081	33004	-	924		Glycine betaine/L-proline transport substrate-binding protein ProX (TC 3.A.1.12.1)	FIG00002823	PLF_286_00003787	PGF_00008714			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.30	PA14_00380	VBIPseAer79785_0030	Q02V50	33021	34532	-	1512	betC	Choline-sulfatase (EC 3.1.6.6)	FIG00001198	PLF_286_00001146	PGF_00417786	GO:0047753|choline-sulfatase activity	3.1.6.6|Choline-sulfatase	
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.31	PA14_00400	VBIPseAer79785_0031	Q02V49	34660	35559	+	900		Transcriptional regulator, LysR family	FIG01304134	PLF_286_00003828	PGF_00059484			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.32	PA14_00410	VBIPseAer79785_0032	Q02V48	35570	35947	+	378		Aromatic ring-cleaving dioxygenase	FIG01346902	PLF_286_00011238	PGF_00283727			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.33	PA14_00420	VBIPseAer79785_0033	Q02V47	35926	36291	-	366		hypothetical protein	FIG00958440	PLF_286_00004036	PGF_00317042			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.34	PA14_00430	VBIPseAer79785_0034	Q02V46	36299	36913	-	615		Putative two-component response regulator	FIG01307606	PLF_286_00003898	PGF_00045503			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.35	PA14_00440	VBIPseAer79785_0035	Q02V45	37108	37914	-	807	trpA	Tryptophan synthase alpha chain (EC 4.2.1.20)	FIG00105533	PLF_286_00000397	PGF_00062023	GO:0004834|tryptophan synthase activity	4.2.1.20|Tryptophan synthase	00260|Glycine, serine and threonine metabolism;00400|Phenylalanine, tyrosine and tryptophan biosynthesis
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.36	PA14_00450	VBIPseAer79785_0036	Q02V44	37911	39119	-	1209	trpB	Tryptophan synthase beta chain (EC 4.2.1.20)	FIG00116323	PLF_286_00000341	PGF_00062027	GO:0004834|tryptophan synthase activity	4.2.1.20|Tryptophan synthase	00260|Glycine, serine and threonine metabolism;00400|Phenylalanine, tyrosine and tryptophan biosynthesis
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.37	PA14_00460	VBIPseAer79785_0037	Q02V43	39223	40110	+	888	trpI	Glycine cleavage system transcriptional activator	FIG01285070	PLF_286_00005406	PGF_00008757			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.38	PA14_00470	VBIPseAer79785_0038	Q02V42	40211	40426	+	216		Dodecin (COG3360) Flavin-binding		PLF_286_00001067	PGF_00423731			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.39	PA14_00480	VBIPseAer79785_0039	Q02V41	40616	40837	+	222		hypothetical protein	FIG00958510	PLF_286_00003271	PGF_00198126			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.40	PA14_00490	VBIPseAer79785_0040	Q02V40	41133	42821	+	1689		Channel-forming transporter/cytolysins activator of TpsB family	FIG00001420	PLF_286_00000346	PGF_00417417			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.41	PA14_00510	VBIPseAer79785_0041	Q02V39	42934	53265	+	10332		Putative large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family	FIG01305407	PLF_286_00000062	PGF_00041816			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.42	PA14_00520	VBIPseAer79785_0042	Q02V38	54577	54699	+	123		transposase-like p;rotein	FIG01613715	PLF_286_00006115	PGF_03001493			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.43	PA14_00530	VBIPseAer79785_0043	Q02V37	54909	55304	+	396		hypothetical protein	FIG00953150	PLF_286_00004246	PGF_00360065			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.44		VBIPseAer79785_0044		55318	55578	-	261		FIG00954700: hypothetical protein	FIG00954698	PLF_286_00005157	PGF_00259459			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.45	PA14_00550	VBIPseAer79785_0045	Q02V36	55575	56828	-	1254		MgtC family	FIG00956947	PLF_286_00003713	PGF_00021420			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.46	PA14_00560	VBIPseAer79785_0046	Q02V35	57148	58476	+	1329	exoT	hypothetical protein	FIG01954797	PLF_286_00004725	PGF_00210653			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.47	PA14_00570	VBIPseAer79785_0047	Q02V34	59018	59704	+	687		putative lipoprotein	FIG01219975	PLF_286_00001635	PGF_00408191			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.48	PA14_00580	VBIPseAer79785_0048	Q02V33	59735	60088	+	354		putative lipoprotein	FIG01219975	PLF_286_00002954	PGF_00408050			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.49	PA14_00590	VBIPseAer79785_0049	Q02V32	60085	60750	+	666		putative lipoprotein	FIG00947911	PLF_286_00001821	PGF_00408191			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.50	PA14_00600	VBIPseAer79785_0050	Q02V31	60765	61148	-	384		Transcriptional regulator	FIG00555656	PLF_286_00004910	PGF_00058179			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.51	PA14_00620	VBIPseAer79785_0051	Q02V30	61430	63091	-	1662		putative secreted protein	FIG00905474	PLF_286_00004043	PGF_00410510			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.52		VBIPseAer79785_0052		63074	63259	+	186		FIG00953307: hypothetical protein	FIG00953303	PLF_286_00005967	PGF_03000408			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.53	PA14_00630	VBIPseAer79785_0053	Q02V29	63701	63841	+	141		hypothetical protein	FIG01640051	PLF_286_00004138	PGF_00211581			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.54	PA14_00640	VBIPseAer79785_0054	Q02V28	64665	66497	+	1833	phzH	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	FIG00132607	PLF_286_00002486	PGF_00066283	GO:0004066|asparagine synthase (glutamine-hydrolyzing) activity	6.3.5.4|Asparagine synthase (glutamine-hydrolyzing)	00250|Alanine, aspartate and glutamate metabolism;00910|Nitrogen metabolism
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.55	PA14_00650	VBIPseAer79785_0055	Q02V27	66550	66978	-	429		hypothetical protein	FIG00957742	PLF_286_00004259	PGF_00136106			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.56	PA14_00660	VBIPseAer79785_0056	Q02V26	67187	67735	-	549		RNA:NAD 2'-phosphotransferase	FIG01953864	PLF_286_00001737	PGF_00046656			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.57	PA14_00670	VBIPseAer79785_0057	Q02V25	67774	68280	-	507		hypothetical protein	FIG01311050	PLF_286_00003151	PGF_00382570			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.58	PA14_00680	VBIPseAer79785_0058	Q02V24	68346	69266	-	921		LysR-family transcriptional regulator clustered with PA0057	FIG00010121	PLF_286_00003119	PGF_00017927	GO:0003700|transcription factor activity		
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.59	PA14_00690	VBIPseAer79785_0059	Q02V23	69374	70261	+	888		Metallo-beta-lactamase superfamily protein PA0057	FIG00001914	PLF_286_00003233	PGF_00020555			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.60	PA14_00700	VBIPseAer79785_0060	Q02V22	70324	71028	+	705		Thioredoxin-like protein clustered with PA0057	FIG00002835	PLF_286_00004013	PGF_00056805			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.61	PA14_00710	VBIPseAer79785_0061	Q02V21	71142	71567	+	426	osmC	osmotically inducible protein OsmC	FIG00510640	PLF_286_00003156	PGF_00402030			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.62	PA14_00720	VBIPseAer79785_0062	Q02V20	71678	71911	+	234		hypothetical protein	FIG00955507	PLF_286_00001789	PGF_00198126			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.63	PA14_00730	VBIPseAer79785_0063	Q02V19	71923	72360	-	438		putative lipoprotein	FIG00947911	PLF_286_00002918	PGF_00408080			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.64	PA14_00740	VBIPseAer79785_0064	Q02V18	72417	72833	-	417		putative lipoprotein	FIG00947911	PLF_286_00003368	PGF_00408080			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.65	PA14_00750	VBIPseAer79785_0065	Q02V17	73042	74052	+	1011		PUTATIVE ZINC PROTEASE PROTEIN	FIG01339007	PLF_286_00001414	PGF_00029905			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.66	PA14_00760	VBIPseAer79785_0066	Q02V16	74060	75043	-	984		hypothetical protein	FIG00955691	PLF_286_00004518	PGF_02993349			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.67	PA14_00770	VBIPseAer79785_0067	Q02V15	75076	75741	-	666		Phosphoglycolate phosphatase (EC 3.1.3.18)	FIG00003555	PLF_286_00004326	PGF_00033637		3.1.3.18|Phosphoglycolate phosphatase	00630|Glyoxylate and dicarboxylate metabolism
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.68	PA14_00780	VBIPseAer79785_0068	Q02V14	75734	76276	-	543		Protein YrdA	FIG00553719	PLF_286_00003127	PGF_00038019			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.69	PA14_00790	VBIPseAer79785_0069	Q02V13	76354	78399	+	2046	prlC	Oligopeptidase A (EC 3.4.24.70)	FIG00002216	PLF_286_00000145	PGF_00026904		3.4.24.70|Oligopeptidase A	
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.70	PA14_00800	VBIPseAer79785_0070	Q02V12	78396	78671	+	276		hypothetical protein	FIG00954392	PLF_286_00000877	PGF_00220059			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.71	PA14_00810	VBIPseAer79785_0071	Q02V11	78760	79818	+	1059		Radical SAM domain protein	FIG00741867	PLF_286_00002675	PGF_00047008			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.72	PA14_00820	VBIPseAer79785_0072	Q02V10	80049	80963	-	915		Autotransporter adhesin	FIG01346470	PLF_286_00002209	PGF_00068828			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.73	PA14_00830	VBIPseAer79785_0073	Q02V09	81025	82737	-	1713		hypothetical protein	FIG01013099	PLF_286_00001642	PGF_00251181			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.74	PA14_00850	VBIPseAer79785_0074	Q02V08	82730	83929	-	1200		ABC-type antimicrobial peptide transport system, permease component	FIG00918569	PLF_286_00004049	PGF_00007780			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.75	PA14_00860	VBIPseAer79785_0075	Q02V07	83929	84648	-	720		ABC transporter, ATP-binding protein	FIG00744535	PLF_286_00004979	PGF_00003367			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.76	PA14_00875	VBIPseAer79785_0076	Q02V06	84645	87743	-	3099	ppkA	Serine/threonine protein kinase (EC 2.7.11.1) PpkA	FIG00044522	PLF_286_00001621	PGF_02982564		2.7.11.1|Non-specific serine/threonine protein kinase	04150|mTOR signaling pathway
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.77	PA14_00890	VBIPseAer79785_0077	Q02V05	87751	88479	-	729		Phosphoprotein phosphatase PppA	FIG00348725	PLF_286_00001810	PGF_00033910			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.78	PA14_00900	VBIPseAer79785_0078	Q02V04	88489	89169	-	681		Protein phosphatase ImpM	FIG00019954	PLF_286_00001800	PGF_00038601			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.79	PA14_00910	VBIPseAer79785_0079	Q02V03	89166	92699	-	3534		IcmF-related protein	FIG00007112	PLF_286_00001625	PGF_00013766			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.80	PA14_00925	VBIPseAer79785_0080	Q02V02	92696	94045	-	1350		Outer membrane protein ImpK/VasF, OmpA/MotB domain	FIG01202186	PLF_286_00001681	PGF_00028284			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.81	PA14_00940	VBIPseAer79785_0081	Q02V01	94052	95386	-	1335		Uncharacterized protein ImpJ/VasE	FIG00008560	PLF_286_00001645	PGF_00064990			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.82	PA14_00960	VBIPseAer79785_0082	Q02V00	95402	95866	-	465		Type VI secretion lipoprotein/VasD	FIG00014305	PLF_286_00004877	PGF_00063805			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.83	PA14_00970	VBIPseAer79785_0083	Q02UZ9	95911	96453	-	543		Uncharacterized protein ImpI/VasC	FIG00014175	PLF_286_00001614	PGF_00064983			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.84	PA14_00980	VBIPseAer79785_0084	Q02UZ8	96450	97409	-	960		Uncharacterized protein ImpI/VasC	FIG00014175	PLF_286_00001614	PGF_00064983			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.85	PA14_00990	VBIPseAer79785_0085	Q02UZ7	97777	98811	+	1035		Uncharacterized protein ImpA	FIG00003132	PLF_286_00002645	PGF_00064954			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.86	PA14_01010	VBIPseAer79785_0086	Q02UZ6	98900	99418	+	519		Uncharacterized protein ImpB	FIG00005165	PLF_286_00001640	PGF_00064961			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.87	PA14_01020	VBIPseAer79785_0087	Q02UZ5	99431	100927	+	1497		Uncharacterized protein ImpC	FIG00004734	PLF_286_00001618	PGF_00064962			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.88	PA14_01030	VBIPseAer79785_0088	Q02UZ4	101003	101491	+	489		Uncharacterized protein ImpD	FIG00005398	PLF_286_00001623	PGF_00064969			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.89	PA14_01040	VBIPseAer79785_0089	Q02UZ3	101719	102504	+	786		Protein of avirulence locus ImpE	FIG00009152	PLF_286_00004899	PGF_00038194			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.90	PA14_01060	VBIPseAer79785_0090	Q02UZ2	102506	103015	+	510		Uncharacterized protein ImpF	FIG00001963	PLF_286_00001682	PGF_00064974			
