genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.12		VBINeiMen132687_0012		9778	9927	-	150		FIG00847034: hypothetical protein	FIG00847032	PLF_482_00002657	PGF_02495948			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.13	NMA0013	VBINeiMen132687_0013	A1INN4	10044	10496	-	453		hypothetical protein	FIG00848464	PLF_482_00004488	PGF_00377150			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.14	NMA0014	VBINeiMen132687_0014	A1INN5	10481	11782	-	1302		NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	FIG00117890	PLF_482_00000164	PGF_00024696	GO:0008137|NADH dehydrogenase (ubiquinone) activity	1.6.5.3|NADH:ubiquinone reductase (H(+)-translocating)	00190|Oxidative phosphorylation;00910|Nitrogen metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.15	NMA0015	VBINeiMen132687_0015	A1INN6	12172	12645	-	474	nuoE	NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	FIG00000705	PLF_482_00000192	PGF_00024692	GO:0008137|NADH dehydrogenase (ubiquinone) activity	1.6.5.3|NADH:ubiquinone reductase (H(+)-translocating)	00190|Oxidative phosphorylation;00910|Nitrogen metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.16	NMA0016	VBINeiMen132687_0016	A1INN7	12645	13901	-	1257	nuoD	NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	FIG00138449	PLF_482_00000112	PGF_00024687	GO:0008137|NADH dehydrogenase (ubiquinone) activity	1.6.5.3|NADH:ubiquinone reductase (H(+)-translocating)	00190|Oxidative phosphorylation;00910|Nitrogen metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.17	NMA0017	VBINeiMen132687_0017	Q9JX80	13891	14484	-	594	nuoC	NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)	FIG00000785	PLF_482_00000206	PGF_00024683	GO:0008137|NADH dehydrogenase (ubiquinone) activity	1.6.5.3|NADH:ubiquinone reductase (H(+)-translocating)	00190|Oxidative phosphorylation;00910|Nitrogen metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.18	NMA0018	VBINeiMen132687_0018	A1INN9	14497	14979	-	483	nuoB	NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	FIG00133539	PLF_482_00000150	PGF_00024679	GO:0008137|NADH dehydrogenase (ubiquinone) activity	1.6.5.3|NADH:ubiquinone reductase (H(+)-translocating)	00190|Oxidative phosphorylation;00910|Nitrogen metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.19	NMA0019	VBINeiMen132687_0019	A1INP0	14970	15326	-	357		NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	FIG00000558	PLF_482_00000205	PGF_00024624	GO:0008137|NADH dehydrogenase (ubiquinone) activity	1.6.5.3|NADH:ubiquinone reductase (H(+)-translocating)	00190|Oxidative phosphorylation;00910|Nitrogen metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.20	NMA0020	VBINeiMen132687_0020	A1INP1	15777	17237	-	1461		Conserved domain protein	FIG01320952	PLF_482_00001522	PGF_00419370			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.21	NMA0021	VBINeiMen132687_0021	A1INP2	17251	17871	-	621		Conserved domain protein	FIG01320952	PLF_482_00001335	PGF_00419199			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.22	NMA0022	VBINeiMen132687_0022	A1INP3	18070	18447	-	378		Mobile element protein	FIG01306568	PLF_482_00000022	PGF_00022147			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.23	NMA0023	VBINeiMen132687_0023	A1INP4	18500	18829	+	330		FIG00848348: hypothetical protein	FIG00848347	PLF_482_00001673	PGF_02493011			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.24		VBINeiMen132687_0024		18772	18975	+	204		FIG00848330: hypothetical protein	FIG00848329	PLF_482_00004072	PGF_02496879			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.25	NMA0025	VBINeiMen132687_0025	A1INP6	19388	19927	-	540		hypothetical protein	FIG00847795	PLF_482_00001758	PGF_00251055			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.26		VBINeiMen132687_0026		20033	20179	-	147		hypothetical protein	FIG00848342	PLF_482_00000013	PGF_00169259			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.27		VBINeiMen132687_0027		20163	20276	-	114		FIG00850005: hypothetical protein	FIG01667178	PLF_482_00002504	PGF_02495835			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.28	NMA0027	VBINeiMen132687_0028	A1INP7	20284	22491	-	2208		ATP-dependent DNA helicase UvrD/PcrA	FIG00000372	PLF_482_00000585	PGF_00016800			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.29		VBINeiMen132687_0029		22520	22648	-	129		FIG00847953: hypothetical protein	FIG01495237	PLF_482_00001770	PGF_02494046			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.30	NMA0028	VBINeiMen132687_0030	A1INP8	22711	23322	+	612		Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)	FIG00000847	PLF_482_00001701	PGF_00044272		3.5.1.54|Allophanate hydrolase	00330|Arginine and proline metabolism;00791|Atrazine degradation
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.31	NMA0029	VBINeiMen132687_0031	A1INP9	23319	24248	+	930		Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)	FIG00010262	PLF_482_00001668	PGF_00044332		3.5.1.54|Allophanate hydrolase	00330|Arginine and proline metabolism;00791|Atrazine degradation
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.32	NMA0030	VBINeiMen132687_0032	P0A0Z1	24235	24972	+	738		Lactam utilization protein LamB	FIG00003076	PLF_482_00001702	PGF_00016495			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.33	NMA0031	VBINeiMen132687_0033	A1INQ1	25101	26294	+	1194		Putative transmembrane transport protein	FIG00010157	PLF_482_00001685	PGF_02493134			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.34	NMA0032	VBINeiMen132687_0034	A1INQ2	26402	27094	+	693		Zinc metalloprotease	FIG01004820	PLF_482_00001677	PGF_00067497			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.35	NMA0033	VBINeiMen132687_0035	A1INQ3	27359	28324	+	966		Mobile element protein	FIG01306568	PLF_482_00000008	PGF_00022162			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.36		VBINeiMen132687_0036		28409	28525	-	117		FIG00847630: hypothetical protein	FIG00847629	PLF_482_00002108	PGF_02495536			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.37	NMA0035	VBINeiMen132687_0037	Q9JX72	28626	31316	-	2691		Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	FIG00006278	PLF_482_00000443	PGF_00008166	GO:0008882|[glutamate-ammonia-ligase] adenylyltransferase activity	2.7.7.42|[Glutamate--ammonia-ligase] adenylyltransferase	
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.38	NMA0036	VBINeiMen132687_0038	A1INQ5	31491	31826	-	336		hypothetical protein NMA0036	FIG00847626	PLF_482_00001976	PGF_02495443			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.39		VBINeiMen132687_0039		31806	32024	+	219		hypothetical protein	FIG00638284	PLF_482_00002246	PGF_02495631			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.40	NMA0037	VBINeiMen132687_0040	A1INQ6	32080	32553	-	474		unnamed protein product	FIG00846781	PLF_482_00001410	PGF_02490287			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.41	NMA0038	VBINeiMen132687_0041	A1INQ7	32606	32887	-	282		hypothetical protein	FIG00847706	PLF_482_00000466	PGF_00326259			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.42	NMA0039	VBINeiMen132687_0042	A1INQ8	32974	33297	-	324		FIG00846722: hypothetical protein	FIG00846720	PLF_482_00001828	PGF_02494665			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.43		VBINeiMen132687_0043		33299	33430	-	132		FIG00849095: hypothetical protein	FIG01495274	PLF_482_00002249	PGF_02495633			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.44		VBINeiMen132687_0044		33435	33614	-	180		FIG00848896: hypothetical protein	FIG00848894	PLF_482_00001697	PGF_02493262			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.45	NMA0042	VBINeiMen132687_0045	Q9JX66	33630	34697	-	1068	pyrD	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)	FIG00000475	PLF_482_00000326	PGF_00423400	GO:0004152|dihydroorotate dehydrogenase activity	1.3.5.2|Dihydroorotate dehydrogenase (quinone)	00240|Pyrimidine metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.46	NMA0043	VBINeiMen132687_0046	P63441	34869	35105	+	237		Acyl carrier protein	FIG00002328	PLF_482_00000655	PGF_00030189	GO:0048037|cofactor binding		
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.47	NMA0044	VBINeiMen132687_0047	A1INR1	35272	36519	+	1248	fabF	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)	FIG00002246	PLF_482_00000471	PGF_00421030	GO:0033817|beta-ketoacyl-acyl-carrier-protein synthase II activity	2.3.1.179|Beta-ketoacyl-[acyl-carrier-protein] synthase II	00061|Fatty acid biosynthesis;00780|Biotin metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.48		VBINeiMen132687_0048		36547	36687	+	141		Mobile element protein	FIG01306568	PLF_482_00001770	PGF_02494046			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.49	NMA0046	VBINeiMen132687_0049	A1INR2	36762	37715	-	954		Putative transmembrane transport protein	FIG00450284	PLF_482_00002132	PGF_02495552			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.50	NMA0047	VBINeiMen132687_0050	A1INR3	38093	39361	+	1269		Putative transmembrane transport protein	FIG01126523	PLF_482_00001834	PGF_00045066			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.51		VBINeiMen132687_0051		39358	39489	+	132		FIG00847291: hypothetical protein	FIG00847290	PLF_482_00002176	PGF_02495582			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.52		VBINeiMen132687_0052		39564	39704	-	141		hypothetical protein	FIG00638284	PLF_482_00002183	PGF_02495587			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.53	NMA0048	VBINeiMen132687_0053	A1INR4	39717	40850	+	1134		Alpha-1,3-N-acetylgalactosamine transferase PglA (EC 2.4.1.-)	FIG01304727	PLF_482_00000088	PGF_00045780	GO:0009058|biosynthetic process	2.4.1.-|Hexosyltransferases.	00051|Fructose and mannose metabolism;00512|O-Glycan biosynthesis;00513|High-mannose type N-glycan biosynthesis;00522|Biosynthesis of 12-, 14- and 16-membered macrolides;00540|Lipopolysaccharide biosynthesis;00550|Peptidoglycan biosynthesis;00561|Glycerolipid metabolism;00563|Glycosylphosphatidylinositol(GPI)-anchor biosynthesis;00600|Sphingolipid metabolism;00601|Glycosphingolipid biosynthesis - lacto and neolacto series;00603|Glycosphingolipid biosynthesis - globo series;00604|Glycosphingolipid biosynthesis - ganglio series;00906|Carotenoid biosynthesis;00908|Zeatin biosynthesis;00941|Flavonoid biosynthesis;00942|Anthocyanin biosynthesis;00944|Flavone and flavonol biosynthesis;00945|Stilbenoid, diarylheptanoid and gingerol biosynthesis;00965|Betalain biosynthesis;01051|Biosynthesis of ansamycins;01057|Biosynthesis of type II polyketide products
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.54		VBINeiMen132687_0054		41102	41209	-	108		FIG00849413: hypothetical protein	FIG00849412	PLF_482_00002408	PGF_02495761			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.55		VBINeiMen132687_0055		41118	41294	-	177		hypothetical protein	FIG00638284	PLF_482_00000732	PGF_02498676			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.56		VBINeiMen132687_0056		41533	41730	-	198		FIG00849413: hypothetical protein	FIG00849412	PLF_482_00002408	PGF_02495761			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.57	NMA0049	VBINeiMen132687_0057	A1INR5	41790	42641	-	852		RNA polymerase sigma-54 factor RpoN	FIG00006092	PLF_482_00000800	PGF_00046403			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.58		VBINeiMen132687_0058		42854	43018	-	165		FIG00847715: hypothetical protein	FIG00847714	PLF_482_00001743	PGF_02493754			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.59	NMA0050	VBINeiMen132687_0059	A1INR6	42989	44503	+	1515		Catalase (EC 1.11.1.6)	FIG00000313	PLF_482_00000842	PGF_00416700	GO:0004096|catalase activity	1.11.1.6|Catalase	00380|Tryptophan metabolism;00630|Glyoxylate and dicarboxylate metabolism;00680|Methane metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.60	NMA0052	VBINeiMen132687_0060	Q9JX59	44988	45554	+	567		Probable manganese efflux pump MntP	FIG01956050	PLF_482_00001496	PGF_00037178			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.61		VBINeiMen132687_0061		45610	45990	-	381		hypothetical protein		PLF_482_00002935	PGF_00090636			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.62	NMA0054	VBINeiMen132687_0062	A1INR8	45987	48023	-	2037		Oligopeptidase A (EC 3.4.24.70)	FIG00002216	PLF_482_00000400	PGF_00026904		3.4.24.70|Oligopeptidase A	
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.63		VBINeiMen132687_0063		48027	48143	+	117		FIG00847312: hypothetical protein	FIG00847310	PLF_482_00001611	PGF_02492362			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.64	NMA0055	VBINeiMen132687_0064	A1INR9	48111	49097	-	987		putative integral membrane protein	FIG00846886	PLF_482_00001532	PGF_00407527			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.65		VBINeiMen132687_0065		49094	49264	-	171		FIG00847931: hypothetical protein	FIG00847929	PLF_482_00001806	PGF_02494434			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.66	NMA0056	VBINeiMen132687_0066	A1INS0	49253	51643	+	2391	gyrB	DNA gyrase subunit B (EC 5.99.1.3)	FIG00028203	PLF_482_00000438	PGF_00421264	GO:0003918|DNA topoisomerase (ATP-hydrolyzing) activity	5.99.1.3|DNA topoisomerase (ATP-hydrolyzing)	
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.67	NMA0057	VBINeiMen132687_0067	A1INS1	51962	53281	+	1320		L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)	FIG00000551	PLF_482_00000083	PGF_00016226	GO:0003941|L-serine ammonia-lyase activity	4.3.1.17|L-serine ammonia-lyase	00260|Glycine, serine and threonine metabolism;00270|Cysteine and methionine metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.68		VBINeiMen132687_0068		53344	53508	+	165		FIG00848920: hypothetical protein	FIG00848919	PLF_482_00001935	PGF_02495412			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.69		VBINeiMen132687_0069		53828	54049	-	222		Modification methylase NlaIII (EC 2.1.1.72)	FIG01315106	PLF_482_00001821	PGF_00022418		2.1.1.72|Site-specific DNA-methyltransferase (adenine-specific)	
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.70		VBINeiMen132687_0070		54079	54204	+	126		FIG00847415: hypothetical protein	FIG00847414	PLF_482_00001831	PGF_02494698			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.71	NMA0060	VBINeiMen132687_0071	A1INS3	54687	56711	-	2025		Glutathione-regulated potassium-efflux system protein KefB	FIG00138316	PLF_482_00001197	PGF_00008495			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.72	NMA0061	VBINeiMen132687_0072	A1INS4	56812	57651	+	840		Iron-sulfur cluster-binding protein		PLF_482_00000861	PGF_00015573			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.73	NMA0062	VBINeiMen132687_0073	A1INS5	57851	58882	+	1032		NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13)	FIG01126072	PLF_482_00001495	PGF_00024906	GO:0047100|glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) activity	1.2.1.13|Glyceraldehyde-3-phosphate dehydrogenase (NADP(+)) (phosphorylating)	00710|Carbon fixation in photosynthetic organisms
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.74		VBINeiMen132687_0074		58920	59099	+	180		Mobile element protein	FIG01306568	PLF_482_00000006	PGF_00022162			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.75		VBINeiMen132687_0075		59012	59128	-	117		hypothetical protein	FIG01387008	PLF_482_00000005	PGF_00088304			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.76	NMA0063	VBINeiMen132687_0076	Q9JX50	59138	59863	-	726	aat	Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6)	FIG00000748	PLF_482_00000947	PGF_00016919	GO:0008914|leucyltransferase activity	2.3.2.6|Leucyltransferase	
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.77	NMA0064	VBINeiMen132687_0077	P0A0S7	59933	60571	-	639		Ferric uptake regulation protein FUR	FIG00132630	PLF_482_00001096	PGF_00004543	GO:0003700|transcription factor activity		
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.78	NMA0065	VBINeiMen132687_0078	A1INS8	60586	60963	+	378		Outer membrane beta-barrel assembly protein BamE	FIG00003110	PLF_482_00001159	PGF_00027732			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.79	NMA0066	VBINeiMen132687_0079	Q9JX48	60973	61782	+	810	dapB	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	FIG00000347	PLF_482_00000649	PGF_00423792	GO:0008839|4-hydroxy-tetrahydrodipicolinate reductase	1.17.1.8|4-hydroxy-tetrahydrodipicolinate reductase	
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.80		VBINeiMen132687_0080		61779	62024	-	246		FIG00850082: hypothetical protein	FIG00850081	PLF_482_00002193	PGF_02495594			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.81	NMA0067	VBINeiMen132687_0081	A1INT0	62042	62308	-	267		FIG00846960: hypothetical protein	FIG00846959	PLF_482_00001656	PGF_02492834			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.82	NMA0069	VBINeiMen132687_0082	Q9JX45	62708	63880	-	1173	lpxB	Lipid-A-disaccharide synthase (EC 2.4.1.182)	FIG00000611	PLF_482_00000498	PGF_00017110	GO:0008915|lipid-A-disaccharide synthase activity	2.4.1.182|Lipid-A-disaccharide synthase	00540|Lipopolysaccharide biosynthesis
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.83	NMA0070	VBINeiMen132687_0083	A1INT2	63928	64920	-	993		Ribosomal large subunit pseudouridine synthase C (EC 5.4.99.24)		PLF_482_00000625	PGF_00048830		5.4.99.24|23S rRNA pseudouridine(955/2504/2580) synthase	
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.84		VBINeiMen132687_0084		65068	65307	-	240		FIG00850068: hypothetical protein	FIG01353302	PLF_482_00001840	PGF_02494793			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.85		VBINeiMen132687_0085		65286	65411	+	126		FIG00849671: hypothetical protein	FIG00849669	PLF_482_00001868	PGF_02495095			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.86	NMA0071	VBINeiMen132687_0086	A1INT3	65423	68173	+	2751		Ribonuclease E (EC 3.1.26.12)	FIG00000913	PLF_482_00000520	PGF_00048533		3.1.26.12|Ribonuclease E	
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.87		VBINeiMen132687_0087		68467	68604	+	138		hypothetical protein	FIG00638284	PLF_482_00000002	PGF_00169259			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.88		VBINeiMen132687_0088		68826	68942	+	117		FIG00847486: hypothetical protein	FIG00847485	PLF_482_00000002	PGF_00169259			
